,Filename,Label,Comment
59,DE000A0D9PT0_1605686732917308746.csv.gz,0.0,
60,DE0005785604_1584547777545395477.csv.gz,0.0,
61,DE0008404005_1584025392575553944.csv.gz,0.0,
62,DE0007100000_1665665191663454967.csv.gz,0.0,
63,DE000A0D9PT0_1606208203791363013.csv.gz,1.0,
64,DE0007165631_1650359822062624491.csv.gz,0.0,
65,DE0007165631_1668092319883871055.csv.gz,0.0,difficult
66,DE0005140008_1658905627813227433.csv.gz,1.0,
67,DE0007664039_1608022702228199380.csv.gz,0.0,
68,DE0008430026_1643282399477208173.csv.gz,0.0,difficult
69,DE0005439004_1584104831040288012.csv.gz,0.0,
70,DE0005810055_1584111480233929672.csv.gz,0.0,
71,DE000A0D9PT0_1666775274400309054.csv.gz,1.0,
72,DE0007037129_1584624160300248886.csv.gz,0.0,
73,DE0007164600_1658486794323558572.csv.gz,0.0,
74,DE0007164600_1646997987090369245.csv.gz,0.0,
75,DE0007664039_1615886482763205734.csv.gz,0.0,
76,DE0008430026_1585131233413296856.csv.gz,0.0,difficult
77,DE0007165631_1646841547910684513.csv.gz,0.0,
78,DE0006062144_1668091988235844667.csv.gz,0.0,
79,DE0007100000_1590656471718127139.csv.gz,0.0,
80,DE0006231004_1662129385247996005.csv.gz,0.0,difficult
81,DE0007165631_1666014027427931350.csv.gz,0.0,difficult
82,DE0005439004_1661780460078599085.csv.gz,0.0,
83,DE0008404005_1584695909656718415.csv.gz,1.0,
84,DE0007037129_1661759864317485196.csv.gz,0.0,
85,DE000A0D9PT0_1584628205065906345.csv.gz,1.0,
86,DE0007165631_1584112775736582905.csv.gz,0.0,
87,DE0007037129_1584966120805535126.csv.gz,0.0,
88,DE0006599905_1603449594083814063.csv.gz,1.0,difficult
89,DE0008430026_1596717357471606340.csv.gz,0.0,difficult
90,DE0007100000_1557929616630441408.csv.gz,1.0,
91,DE0006048432_1583851943415119254.csv.gz,0.0,
92,DE000A0D9PT0_1663670815776367546.csv.gz,1.0,
93,DE0007165631_1651478263876321382.csv.gz,0.0,
94,DE0007100000_1585836741281095508.csv.gz,0.0,
95,DE0005190003_1600678079486706617.csv.gz,0.0,
96,DE0005140008_1595336946289789649.csv.gz,0.0,
97,DE000A0D9PT0_1611562742396970303.csv.gz,0.0,
98,DE0006231004_1665049898138791149.csv.gz,0.0,
99,DE000A0D9PT0_1645000566089417847.csv.gz,0.0,
100,DE0005190003_1584099154551334472.csv.gz,0.0,
101,DE0005785604_1662712425109566289.csv.gz,0.0,
102,DE0005140008_1619598487767261051.csv.gz,0.0,
103,DE0007165631_1584617995907468252.csv.gz,1.0,
104,DE0005552004_1666707326918170438.csv.gz,0.0,
105,DE0006231004_1665669660480678438.csv.gz,1.0,
106,DE0005552004_1615365031237736515.csv.gz,0.0,
107,DE0006231004_1599230607747601445.csv.gz,0.0,
108,DE0007165631_1587453302519290421.csv.gz,0.0,difficult
109,DE0006047004_1604312485127463513.csv.gz,0.0,
110,DE0005200000_1583853954409510770.csv.gz,1.0,difficult
111,DE0006048432_1660547553722799259.csv.gz,0.0,
112,DE0007664039_1662129678039845337.csv.gz,0.0,
113,DE0007664039_1616076716340648667.csv.gz,1.0,
114,DE0006231004_1666276194314696357.csv.gz,0.0,
115,DE0006599905_1634032475785661027.csv.gz,0.0,
116,DE0006231004_1663771425363354210.csv.gz,0.0,
117,DE0006231004_1648207597044655495.csv.gz,0.0,
118,DE000A0D9PT0_1598540855220639868.csv.gz,0.0,
119,DE000A0D9PT0_1657024430562518983.csv.gz,1.0,
120,DE0005439004_1667571280502464184.csv.gz,0.0,
121,DE000A0D9PT0_1668087555210701814.csv.gz,0.0,
122,DE0007664039_1616075842272608466.csv.gz,1.0,
123,DE0005200000_1584098176642833335.csv.gz,0.0,
124,DE0007664039_1584633257372341253.csv.gz,1.0,
125,DE0006062144_1596106274432511709.csv.gz,0.0,
126,DE000A0D9PT0_1591946189396893074.csv.gz,1.0,
127,DE000A0D9PT0_1596612687760013660.csv.gz,1.0,
128,DE0005140008_1603895247821339661.csv.gz,1.0,difficult
129,DE0005439004_1664956939746537418.csv.gz,0.0,
130,DE0005140008_1583844740242270891.csv.gz,0.0,
131,DE0005552004_1659951705768088383.csv.gz,0.0,
132,DE000A0D9PT0_1584346964143973011.csv.gz,1.0,
133,DE0007037129_1651486384569256920.csv.gz,0.0,
134,DE0005190003_1584976593853363381.csv.gz,1.0,
135,DE0007165631_1657007019049601109.csv.gz,0.0,
136,DE0007664039_1657874911533008205.csv.gz,0.0,
137,DE0005439004_1645521600891747269.csv.gz,0.0,
138,DE000A0D9PT0_1646214418157683361.csv.gz,1.0,
139,DE0005200000_1647961812690624375.csv.gz,0.0,
140,DE0005140008_1583749016162557036.csv.gz,0.0,
141,DE0006062144_1657187306231948365.csv.gz,0.0,
142,DE0007165631_1647269684522510985.csv.gz,0.0,
143,DE0007164600_1556099249452982089.csv.gz,0.0,
144,DE0007664039_1615992940197414238.csv.gz,0.0,
145,DE0007664039_1605006745101882141.csv.gz,1.0,
146,DE0005190003_1614768731800393392.csv.gz,0.0,
147,DE0007236101_1562855478198431029.csv.gz,0.0,
148,DE000A0D9PT0_1584103356960665409.csv.gz,1.0,
149,DE000A0D9PT0_1604926217036518108.csv.gz,0.0,
150,DE0005140008_1665386662924681416.csv.gz,1.0,
151,DE0007165631_1664548300614363722.csv.gz,0.0,
152,DE0007164600_1603722350282283472.csv.gz,1.0,
153,DE0007037129_1619084855703781334.csv.gz,0.0,
154,DE0006599905_1636716748808804206.csv.gz,0.0,difficult
155,DE0008430026_1596099741623169387.csv.gz,1.0,
156,DE0006047004_1584092985733320324.csv.gz,1.0,
157,DE0007037129_1634301208039790535.csv.gz,1.0,
158,DE000A0D9PT0_1620136982630295916.csv.gz,1.0,difficult
159,DE0007100000_1584020469763420940.csv.gz,1.0,difficult
160,DE0006062144_1584605387030575901.csv.gz,1.0,difficult
161,DE000A0D9PT0_1584611959820466884.csv.gz,0.0,
162,DE0005140008_1582300775203340474.csv.gz,1.0,
163,DE0005140008_1584019200551767093.csv.gz,0.0,
164,DE0007100000_1583143617356639942.csv.gz,0.0,
165,DE0006047004_1584098109164857234.csv.gz,1.0,difficult
166,DE0006062144_1637914289402755270.csv.gz,0.0,
167,DE0007236101_1620136898616983950.csv.gz,1.0,
168,DE0007100000_1637938105693069323.csv.gz,0.0,
169,DE0005552004_1668095888608503109.csv.gz,0.0,
170,DE0005200000_1585575542843579330.csv.gz,0.0,
171,DE0005785604_1555496669614959275.csv.gz,1.0,
172,DE0005439004_1600939803412878212.csv.gz,0.0,
173,DE0006062144_1656079723362287294.csv.gz,0.0,
174,DE0005439004_1557929757754050763.csv.gz,1.0,difficult
175,DE0007664039_1611590364152668232.csv.gz,0.0,
176,DE0007037129_1579249075754158903.csv.gz,0.0,
177,DE0007236101_1584106433657395709.csv.gz,1.0,
178,DE0008404005_1584631528010640845.csv.gz,0.0,
179,DE0005439004_1585132737999729725.csv.gz,1.0,
180,DE0006062144_1585237748501251083.csv.gz,0.0,
0,DE0006231004_1580891109627799344.csv.gz,0.0,
1,DE0005439004_1592215903340465086.csv.gz,0.0,
2,DE0006231004_1661846751082680827.csv.gz,0.0,
3,DE000ZAL1111_1599230742076945329.csv.gz,0.0,
4,DE000PAH0038_1645608418488306030.csv.gz,0.0,
5,DE0005785604_1584699733120289997.csv.gz,0.0,
6,DE0007664039_1661525521250632726.csv.gz,0.0,
7,DE0005552004_1614071886250551196.csv.gz,0.0,
8,DE0005140008_1646648302565855370.csv.gz,1.0,
9,DE000ENAG999_1584109717055442256.csv.gz,0.0,
10,DE000A1ML7J1_1584692136092443916.csv.gz,0.0,
11,DE000ZAL1111_1657205450017243984.csv.gz,0.0,
12,DE000A0D9PT0_1585558113057252310.csv.gz,0.0,
13,DE0006599905_1604926370875632832.csv.gz,0.0,
14,DE0005785604_1665732621200832155.csv.gz,0.0,
15,DE0005785604_1639989575287834747.csv.gz,0.0,
16,DE0006062144_1584546916807636489.csv.gz,0.0,
17,NL0000235190_1646387758434220040.csv.gz,0.0,
18,DE0005140008_1568290102321105584.csv.gz,0.0,
19,DE0007664039_1583829753677479877.csv.gz,0.0,
20,DE0007664039_1658409451423205270.csv.gz,0.0,
21,DE0006599905_1584092664198050940.csv.gz,0.0,
22,DE0005785604_1667294286852511077.csv.gz,0.0,
23,DE0007664039_1596094052998258987.csv.gz,0.0,
24,DE0006231004_1558337061064460504.csv.gz,0.0,
25,DE0006231004_1586359358850658397.csv.gz,0.0,
26,DE000ENAG999_1584614628396820252.csv.gz,0.0,
27,DE000ZAL1111_1655714106664390127.csv.gz,0.0,
28,DE0006231004_1645779895064100216.csv.gz,0.0,
29,DE000ENAG999_1662385731548891392.csv.gz,0.0,
30,DE0007664039_1584087246608793602.csv.gz,0.0,
31,DE0005140008_1589815215041536835.csv.gz,1.0,
32,DE000PAH0038_1664544219936655578.csv.gz,1.0,
33,DE000PAH0038_1585133029729893598.csv.gz,0.0,
34,DE0006062144_1668087381421404731.csv.gz,0.0,
35,DE000A0D9PT0_1584611497357669383.csv.gz,0.0,
36,DE0006599905_1584458381346394443.csv.gz,1.0,unklar
37,DE000A0D9PT0_1584634568055811820.csv.gz,0.0,
38,DE0005439004_1657276706849113663.csv.gz,0.0,
39,DE0005810055_1585131544027870607.csv.gz,0.0,
40,DE000SHL1006_1646042026526201136.csv.gz,0.0,
41,DE000ENAG999_1645782588354097302.csv.gz,0.0,
42,DE0008404005_1584520645529075658.csv.gz,0.0,
43,DE0005140008_1644226474666364401.csv.gz,0.0,
44,DE0005552004_1584102428175859042.csv.gz,1.0,
45,DE0005140008_1612425943515054547.csv.gz,1.0,
46,DE0006599905_1593075484617363649.csv.gz,0.0,
47,DE000SYM9999_1666709279939202852.csv.gz,0.0,
48,DE0006047004_1584615559626427675.csv.gz,0.0,
49,DE0007037129_1584107868260262392.csv.gz,0.0,
50,DE000A1EWWW0_1583920373760613793.csv.gz,0.0,
51,DE0007236101_1644918601295116971.csv.gz,0.0,
52,DE000CBK1001_1655993536885646243.csv.gz,0.0,
53,DE0007165631_1666168805603095765.csv.gz,1.0,
54,DE000A1DAHH0_1584113567641839696.csv.gz,0.0,
55,DE000PAH0038_1584434307942446114.csv.gz,0.0,
56,DE0005140008_1658240428023476058.csv.gz,0.0,
57,DE0007164600_1663929014583183755.csv.gz,1.0,unklar
58,DE000BASF111_1584458394989276914.csv.gz,0.0,
59,DE000A0D9PT0_1584691838708998781.csv.gz,0.0,
60,DE0006062144_1557930593575664855.csv.gz,0.0,
61,DE0007165631_1647620131636613315.csv.gz,0.0,
62,DE0006048432_1584608768312945512.csv.gz,1.0,
63,DE0005785604_1596093493222420606.csv.gz,0.0,
64,DE0005785604_1584106438567721383.csv.gz,0.0,
65,NL0000235190_1585552462718960935.csv.gz,1.0,
66,DE000CBK1001_1655797903001357614.csv.gz,0.0,
67,DE0007164600_1584362158274128087.csv.gz,0.0,
68,DE000SYM9999_1664176191486223552.csv.gz,0.0,
69,DE0005552004_1647251003766571990.csv.gz,0.0,
70,DE000A0D9PT0_1614612007765918285.csv.gz,0.0,
71,DE0006047004_1660730784694286618.csv.gz,0.0,
72,DE000SYM9999_1646734521515642334.csv.gz,0.0,
73,DE0005140008_1616057359519506035.csv.gz,0.0,
74,DE0005785604_1585556732485685892.csv.gz,0.0,
75,DE0005785604_1603196586222590677.csv.gz,0.0,
76,DE000A0D9PT0_1646728130558222539.csv.gz,1.0,
77,DE000PAH0038_1668092407806489947.csv.gz,0.0,
78,DE0006047004_1604490472873913010.csv.gz,0.0,
79,DE000PAH0038_1662455750005996272.csv.gz,1.0,
80,DE0006599905_1658388537011335273.csv.gz,0.0,
81,DE000ZAL1111_1583941982346523215.csv.gz,1.0,
82,DE000BAY0017_1565171692805695145.csv.gz,0.0,
83,DE0006599905_1636359419705359043.csv.gz,0.0,
84,DE000A0D9PT0_1647245424651915224.csv.gz,0.0,
85,DE0007165631_1664896367317355625.csv.gz,1.0,
86,DE0006047004_1611748111909159043.csv.gz,0.0,
87,DE0007037129_1651478327823506732.csv.gz,0.0,
88,DE0007664039_1584028088950003108.csv.gz,0.0,
89,DE0007037129_1584114766861284693.csv.gz,0.0,
90,DE0006062144_1588170805723451404.csv.gz,0.0,
91,DE0007165631_1643359186006499515.csv.gz,1.0,
92,DE0006231004_1604997517089175505.csv.gz,1.0,
93,DE0005140008_1591949980333834697.csv.gz,0.0,
94,DE0007100000_1584004112774915248.csv.gz,0.0,
95,DE0005140008_1658997105799610390.csv.gz,0.0,
96,DE0007664039_1584612768511870221.csv.gz,1.0,
97,NL0000235190_1583749692590149547.csv.gz,1.0,
98,DE0006231004_1584545582203714014.csv.gz,0.0,
99,DE0006599905_1648549585810497848.csv.gz,0.0,shift
100,DE0005552004_1585133191615347785.csv.gz,0.0,
101,DE000BAY0017_1622099912202374002.csv.gz,0.0,
102,DE0007030009_1649669386751766003.csv.gz,0.0,unklar
103,DE000A0D9PT0_1596525629701079147.csv.gz,1.0,
104,DE0005140008_1565873826829872141.csv.gz,0.0,
105,DE0005140008_1646126786413443819.csv.gz,1.0,
106,DE0007664039_1591956218586317656.csv.gz,0.0,
107,DE000A1EWWW0_1662129535772746690.csv.gz,0.0,
108,DE0005552004_1584544509516005172.csv.gz,0.0,
109,DE0005140008_1556186958124450047.csv.gz,1.0,
110,DE000PAH0038_1664441213861538890.csv.gz,0.0,
111,DE000ZAL1111_1564650333986076973.csv.gz,1.0,
112,DE0006062144_1662365119543004031.csv.gz,0.0,
113,DE0008404005_1607684356603324352.csv.gz,0.0,
114,DE000SHL1006_1654869862754854380.csv.gz,0.0,
115,DE0007100000_1605024900992203693.csv.gz,0.0,
116,DE0007165631_1656511504419138780.csv.gz,0.0,unklar
117,DE0006062144_1584614688143976242.csv.gz,0.0,
118,DE0007236101_1600681609039671503.csv.gz,0.0,
119,DE000A1EWWW0_1561544427062139883.csv.gz,1.0,
120,DE0006062144_1668503720619198831.csv.gz,0.0,
121,DE000A0D9PT0_1593612139295607871.csv.gz,0.0,
122,DE0006062144_1643277248210620047.csv.gz,0.0,
123,DE0005557508_1583853620509017425.csv.gz,0.0,
124,DE0005439004_1643276808802113721.csv.gz,0.0,
125,DE0008404005_1627896990235579611.csv.gz,0.0,
126,DE0007165631_1652454949314234020.csv.gz,0.0,
127,DE000A0D9PT0_1601039158116283603.csv.gz,0.0,
128,DE000A0D9PT0_1641464634802341587.csv.gz,1.0,
129,DE000A1ML7J1_1584435029105665794.csv.gz,0.0,
130,DE000ZAL1111_1646036100013839665.csv.gz,1.0,
131,DE0007037129_1646659001367381561.csv.gz,0.0,
132,DE000ZAL1111_1646755200023659178.csv.gz,0.0,
133,DE000A1ML7J1_1638442452128344274.csv.gz,0.0,
134,DE0006048432_1584097758669922152.csv.gz,1.0,
135,DE000ZAL1111_1663162907230159405.csv.gz,0.0,
136,DE0005190003_1608546432520125040.csv.gz,1.0,
137,DE000A0D9PT0_1646640758695639905.csv.gz,0.0,
138,DE0005439004_1667471399821709899.csv.gz,1.0,
139,DE0007030009_1658917163495280057.csv.gz,0.0,
140,DE0007100000_1643968848759145183.csv.gz,0.0,unklar
141,DE0006047004_1668092979580976455.csv.gz,0.0,
142,DE0007100000_1585130827973867428.csv.gz,1.0,
143,DE0006048432_1643362561933123583.csv.gz,1.0,
144,NL0000235190_1643036968160355309.csv.gz,0.0,
145,DE0006062144_1584369334977660588.csv.gz,0.0,
146,DE000ZAL1111_1637941905944159543.csv.gz,1.0,
147,DE000A1ML7J1_1620136207409738055.csv.gz,0.0,
148,DE000CBK1001_1557839902835194566.csv.gz,0.0,
149,DE0005439004_1565705998615250129.csv.gz,0.0,grenzfall shift
150,DE000PAH0038_1658734661095912686.csv.gz,1.0,
151,DE000BAY0017_1559829961400009845.csv.gz,0.0,
152,DE0005190003_1643366179419452473.csv.gz,1.0,
153,DE000BASF111_1584371723709091301.csv.gz,0.0,
154,DE0007165631_1637655208548936512.csv.gz,0.0,
155,DE0006047004_1588232258410502351.csv.gz,0.0,
156,DE0007100000_1585641756506357940.csv.gz,0.0,
157,DE0006062144_1583142972194101802.csv.gz,0.0,
158,DE000ZAL1111_1655364287402764109.csv.gz,0.0,
159,DE0007165631_1637918466133202241.csv.gz,0.0,
160,DE0005190003_1583143478086598601.csv.gz,0.0,unklar
161,DE000A0D9PT0_1603880087050984280.csv.gz,0.0,
162,DE0006231004_1599144272322880687.csv.gz,1.0,
163,DE0006231004_1585125393719458579.csv.gz,0.0,
164,DE000ENAG999_1646817997262464685.csv.gz,1.0,
165,DE000ZAL1111_1572517349586217619.csv.gz,0.0,
166,DE0005140008_1583142785012347855.csv.gz,1.0,
167,DE0007165631_1637914407240424583.csv.gz,0.0,
168,DE0005140008_1645718401530591849.csv.gz,0.0,
169,DE0008430026_1584694866606597229.csv.gz,1.0,
170,DE000ENAG999_1656668975783715371.csv.gz,0.0,
171,DE0005190003_1656580905389365564.csv.gz,1.0,
172,DE000CBK1001_1657008194119500268.csv.gz,0.0,
173,DE0005439004_1643364550311648523.csv.gz,1.0,
174,DE000A1EWWW0_1661524722706236431.csv.gz,0.0,
175,DE000A0D9PT0_1637237868979696408.csv.gz,0.0,
176,DE0006599905_1611148437584088193.csv.gz,0.0,
177,DE0007664039_1668589446017788294.csv.gz,0.0,
178,DE0007164600_1625653325772838651.csv.gz,0.0,
179,DE0006231004_1586269804204221126.csv.gz,0.0,
180,NL0000235190_1584692237158414853.csv.gz,0.0,
181,DE000A0D9PT0_1652109035506894225.csv.gz,1.0,
182,DE0005439004_1563866994440940383.csv.gz,0.0,
183,DE000A1EWWW0_1583149358365503142.csv.gz,0.0,
184,DE000A1DAHH0_1645441545525664025.csv.gz,0.0,
185,DE000ZAL1111_1645788299400136944.csv.gz,0.0,
186,DE0005140008_1664436820797984206.csv.gz,0.0,
187,DE0006062144_1661153578905178486.csv.gz,0.0,
188,DE0006047004_1602154179369905106.csv.gz,0.0,
189,DE000BASF111_1658241453800500957.csv.gz,0.0,
190,DE0005439004_1583395604783293866.csv.gz,0.0,
191,DE000A0D9PT0_1619423175396319672.csv.gz,1.0,
192,DE0005439004_1588835241708555013.csv.gz,0.0,
193,DE000BASF111_1656602260040980504.csv.gz,1.0,
194,DE000SYM9999_1665665222614493791.csv.gz,0.0,
195,DE000BAY0017_1584020327246171737.csv.gz,1.0,
196,DE000ZAL1111_1649065740016476258.csv.gz,0.0,
197,DE0007165631_1634114728881303125.csv.gz,1.0,
198,DE0005190003_1598862844734483762.csv.gz,0.0,
199,DE0005439004_1668682089859703772.csv.gz,0.0,
200,DE0007164600_1599230024992792456.csv.gz,1.0,
201,DE000BAY0017_1584372037799033639.csv.gz,1.0,
202,DE0007664039_1616492651968941320.csv.gz,0.0,
203,DE0008402215_1665049084029758171.csv.gz,0.0,
204,DE000PAH0038_1664436562025208239.csv.gz,0.0,
205,DE000CBK1001_1663929829977834302.csv.gz,1.0,
206,DE0006231004_1561966693161827929.csv.gz,0.0,
207,DE0006062144_1562927417537674349.csv.gz,0.0,
208,DE0005140008_1661852675246640946.csv.gz,0.0,
209,DE000A1ML7J1_1666169576929013010.csv.gz,0.0,
210,DE000A0D9PT0_1588065928144729693.csv.gz,0.0,
211,DE0007664039_1585133048835557406.csv.gz,0.0,
212,DE0006048432_1646408369911521033.csv.gz,0.0,
213,DE0006062144_1636371554756739967.csv.gz,1.0,
214,DE0005439004_1660116507860696186.csv.gz,0.0,
215,DE0005439004_1583401255855534471.csv.gz,1.0,
216,DE000BASF111_1584970285833093327.csv.gz,0.0,
217,DE0005552004_1584106794521701381.csv.gz,1.0,
218,DE0005785604_1603971635952526913.csv.gz,1.0,
219,DE000SHL1006_1643898839566706925.csv.gz,0.0,
220,DE000BASF111_1584113335374180100.csv.gz,1.0,
221,DE0007030009_1584434339409704284.csv.gz,1.0,
222,DE0006231004_1568368913549548327.csv.gz,0.0,
223,DE000A0D9PT0_1585238876467752199.csv.gz,0.0,
224,DE0005785604_1596096173604030795.csv.gz,0.0,
225,DE0005785604_1584097087686494615.csv.gz,0.0,
226,DE0006231004_1583402237137817748.csv.gz,1.0,difficult
227,DE0007165631_1584953450500833473.csv.gz,0.0,
228,DE0005190003_1646728003389855726.csv.gz,0.0,
229,DE0007165631_1651655094668836934.csv.gz,0.0,
230,DE0005810055_1650361603306097335.csv.gz,0.0,
231,DE0005785604_1584347355030590271.csv.gz,0.0,
232,DE0005552004_1668087381421473015.csv.gz,1.0,
233,DE0006062144_1584457850681771082.csv.gz,1.0,
234,DE0006231004_1560866663615464595.csv.gz,0.0,
235,DE0007664039_1616486835029086925.csv.gz,0.0,
236,DE0005190003_1657182605001962687.csv.gz,1.0,
237,DE000ZAL1111_1664803273694283176.csv.gz,0.0,
238,DE0007165631_1655365012477734426.csv.gz,0.0,
239,DE000SHL1006_1647615814255117511.csv.gz,1.0,
240,DE000A0D9PT0_1599145784091851098.csv.gz,1.0,
241,DE000SHL1006_1584113312903695714.csv.gz,0.0,
242,DE0005140008_1585650111467786529.csv.gz,1.0,
243,DE000A0D9PT0_1608736871214588036.csv.gz,0.0,
244,DE0005190003_1668588990646013124.csv.gz,0.0,
245,DE000A0D9PT0_1584607518805796191.csv.gz,0.0,
246,DE0006047004_1655970907708565565.csv.gz,0.0,
247,DE0005810055_1584098248306930553.csv.gz,0.0,
248,DE0005140008_1647247834716339855.csv.gz,0.0,
249,DE0005200000_1584693201718137033.csv.gz,0.0,
250,DE0005439004_1567428342839990991.csv.gz,0.0,
251,DE0005785604_1584371422966437576.csv.gz,0.0,
252,DE000PAH0038_1584537426147681876.csv.gz,0.0,
253,DE0005439004_1631784066876172100.csv.gz,0.0,
254,DE0007164600_1658497313061324246.csv.gz,0.0,
255,DE000ENAG999_1584437556859948488.csv.gz,0.0,
256,DE0007164600_1584437554779997350.csv.gz,0.0,
257,DE0007100000_1646642552875391784.csv.gz,0.0,
258,DE0006231004_1604927632410495790.csv.gz,0.0,
259,DE000A1EWWW0_1646727617722851666.csv.gz,1.0,
260,DE0007100000_1641465539720092297.csv.gz,0.0,
261,DE000A1EWWW0_1584615563639096668.csv.gz,0.0,
262,DE0007037129_1626680783234920891.csv.gz,0.0,
263,DE0007100000_1646324127086094592.csv.gz,0.0,difficult
264,DE0008430026_1584617095216179136.csv.gz,0.0,
265,DE0007664039_1667811782808518668.csv.gz,1.0,
266,DE0007236101_1583832174390315175.csv.gz,0.0,
267,DE0007164600_1603877450978415681.csv.gz,0.0,
268,NL0000235190_1600684943837009348.csv.gz,0.0,
269,DE0005810055_1585126945126541457.csv.gz,0.0,
270,DE000ZAL1111_1666595972218937689.csv.gz,0.0,
271,NL0000235190_1646382745542940887.csv.gz,0.0,
272,DE000ENAG999_1584456436866118302.csv.gz,0.0,
273,DE000SYM9999_1659424246152300570.csv.gz,0.0,
274,DE000ZAL1111_1637658165628087222.csv.gz,0.0,
275,DE000BASF111_1666782917696521375.csv.gz,0.0,
276,DE000A0D9PT0_1584529709783903626.csv.gz,0.0,
277,DE000ENAG999_1585131678696890590.csv.gz,0.0,
278,DE0007100000_1584605406507807367.csv.gz,0.0,
279,DE0008430026_1584096386402303589.csv.gz,1.0,
280,DE000A1EWWW0_1657807718019367180.csv.gz,0.0,
281,DE0007664039_1602746576691321402.csv.gz,0.0,
282,DE0006231004_1614075369428166033.csv.gz,0.0,
283,DE0007100000_1646728129638703417.csv.gz,0.0,
284,DE000A1ML7J1_1663660214516391683.csv.gz,0.0,
285,DE0006062144_1651653927814037166.csv.gz,0.0,
286,DE000BAY0017_1646385152543694989.csv.gz,0.0,
287,DE0007030009_1603801286603969269.csv.gz,0.0,
288,DE0006599905_1611159335835933737.csv.gz,0.0,
289,DE0006062144_1572250204863136878.csv.gz,0.0,
290,DE0005439004_1562919007385610969.csv.gz,0.0,slope
291,DE0007664039_1661155126225096190.csv.gz,0.0,
292,DE0005439004_1659619575818045127.csv.gz,0.0,difficult
293,DE0006599905_1645782855005256371.csv.gz,0.0,
294,DE0006599905_1667209452068098092.csv.gz,0.0,
295,DE0007664039_1599577742790413282.csv.gz,1.0,
296,DE000ENAG999_1633085039553182032.csv.gz,0.0,
297,DE0007164600_1584458141840252954.csv.gz,1.0,
298,DE0007037129_1584019798224754493.csv.gz,0.0,
299,DE0005140008_1587973679429243517.csv.gz,0.0,
